"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.recipe_name","Input.method","Input.image_id","Input.previous_text","Input.previous_image_url","Input.text","Input.image_url","Answer.generation_error.on","Answer.image_id","Answer.method","Answer.not_apply.not_apply","Answer.not_coherent.not_coherent","Answer.somewhat_coherent.somewhat_coherent","Answer.very_coherent.very_coherent","Approve","Reject"
"3E9ZFLPWPEY9ZBR64SAN4OFGPF7IX8","3TS5PGRXLCZRUIV0HG12YU0SWXJJIQ","Pick how coherent two consecutive images are","Classify how coherent two recipe images are","vision, image, classification,","$0.06","Wed Aug 23 07:23:24 PDT 2023","3","BatchId:5122806;OriginalHitTemplateId:928390873;","600","172800","Wed Aug 30 07:23:24 PDT 2023","","","39DD6S19J6HOBLNTZTDI5DTP5OBEZR","AMWIBULQ4S8K3","Submitted","Wed Aug 23 07:26:05 PDT 2023","Wed Aug 23 07:26:27 PDT 2023","Fri Aug 25 07:26:27 PDT 2023","","","","22","100% (1/1)","100% (1/1)","0% (0/0)","Avocado Knackebrod","segmented/vicuna","807_2","Spread the Whole Grain Mustard onto each slice of Crispbread.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_1.png","Add Tomato and sprinkle with Kosher Salt to taste.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_2.png","false","807_2","segmented/vicuna","false","true","false","false"
"3E9ZFLPWPEY9ZBR64SAN4OFGPF7IX8","3TS5PGRXLCZRUIV0HG12YU0SWXJJIQ","Pick how coherent two consecutive images are","Classify how coherent two recipe images are","vision, image, classification,","$0.06","Wed Aug 23 07:23:24 PDT 2023","3","BatchId:5122806;OriginalHitTemplateId:928390873;","600","172800","Wed Aug 30 07:23:24 PDT 2023","","","32RIADZIS9A9I74MFV7X0YKV5KH4S6","A1IZ4NX41GKU4X","Submitted","Wed Aug 23 07:27:12 PDT 2023","Wed Aug 23 07:27:30 PDT 2023","Fri Aug 25 07:27:30 PDT 2023","","","","18","100% (175/175)","100% (175/175)","0% (0/0)","Avocado Knackebrod","segmented/vicuna","807_2","Spread the Whole Grain Mustard onto each slice of Crispbread.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_1.png","Add Tomato and sprinkle with Kosher Salt to taste.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_2.png","false","807_2","segmented/vicuna","false","true","false","false"
"3E9ZFLPWPEY9ZBR64SAN4OFGPF7IX8","3TS5PGRXLCZRUIV0HG12YU0SWXJJIQ","Pick how coherent two consecutive images are","Classify how coherent two recipe images are","vision, image, classification,","$0.06","Wed Aug 23 07:23:24 PDT 2023","3","BatchId:5122806;OriginalHitTemplateId:928390873;","600","172800","Wed Aug 30 07:23:24 PDT 2023","","","3NXNZ5RS1R3OWFQ68N5DMFZF4YI79I","APGX2WZ59OWDN","Submitted","Wed Aug 23 07:27:20 PDT 2023","Wed Aug 23 07:31:17 PDT 2023","Fri Aug 25 07:31:17 PDT 2023","","","","237","100% (2/2)","100% (2/2)","0% (0/0)","Avocado Knackebrod","segmented/vicuna","807_2","Spread the Whole Grain Mustard onto each slice of Crispbread.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_1.png","Add Tomato and sprinkle with Kosher Salt to taste.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_2.png","false","807_2","segmented/vicuna","false","false","true","false"
"38RHULDVAELUABMGUNE12519GD1IWF","3TS5PGRXLCZRUIV0HG12YU0SWXJJIQ","Pick how coherent two consecutive images are","Classify how coherent two recipe images are","vision, image, classification,","$0.06","Wed Aug 23 07:23:24 PDT 2023","3","BatchId:5122806;OriginalHitTemplateId:928390873;","600","172800","Wed Aug 30 07:23:24 PDT 2023","","","3X73LLYYQIK6E60CM6AUVTJTNQVHNT","AKSJ3C5O3V9RB","Submitted","Wed Aug 23 07:28:16 PDT 2023","Wed Aug 23 07:29:27 PDT 2023","Fri Aug 25 07:29:27 PDT 2023","","","","71","0% (0/0)","0% (0/0)","0% (0/0)","Avocado Knackebrod","segmented/vicuna","807_3","Add Tomato and sprinkle with Kosher Salt to taste.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_2.png","Add Extra-Virgin Olive Oil, Coarse Black Pepper, and Pomegranate Seeds, then sprinkle with plenty of Avocado.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_3.png","false","807_3","segmented/vicuna","false","true","false","false"
"38RHULDVAELUABMGUNE12519GD1IWF","3TS5PGRXLCZRUIV0HG12YU0SWXJJIQ","Pick how coherent two consecutive images are","Classify how coherent two recipe images are","vision, image, classification,","$0.06","Wed Aug 23 07:23:24 PDT 2023","3","BatchId:5122806;OriginalHitTemplateId:928390873;","600","172800","Wed Aug 30 07:23:24 PDT 2023","","","39ZSFO5CAP2F02FB77P1L1R28ETJUT","A1Y0ABOUJUMCWW","Submitted","Wed Aug 23 07:30:10 PDT 2023","Wed Aug 23 07:30:36 PDT 2023","Fri Aug 25 07:30:36 PDT 2023","","","","26","100% (146/146)","100% (146/146)","0% (0/0)","Avocado Knackebrod","segmented/vicuna","807_3","Add Tomato and sprinkle with Kosher Salt to taste.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_2.png","Add Extra-Virgin Olive Oil, Coarse Black Pepper, and Pomegranate Seeds, then sprinkle with plenty of Avocado.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_3.png","false","807_3","segmented/vicuna","false","true","false","false"
"38RHULDVAELUABMGUNE12519GD1IWF","3TS5PGRXLCZRUIV0HG12YU0SWXJJIQ","Pick how coherent two consecutive images are","Classify how coherent two recipe images are","vision, image, classification,","$0.06","Wed Aug 23 07:23:24 PDT 2023","3","BatchId:5122806;OriginalHitTemplateId:928390873;","600","172800","Wed Aug 30 07:23:24 PDT 2023","","","3X4MXAO0BXU9QUNTACDB5GYQ3BYRWS","A2TBXASXZIRNNW","Submitted","Wed Aug 23 07:30:08 PDT 2023","Wed Aug 23 07:31:36 PDT 2023","Fri Aug 25 07:31:36 PDT 2023","","","","88","0% (0/0)","0% (0/0)","0% (0/0)","Avocado Knackebrod","segmented/vicuna","807_3","Add Tomato and sprinkle with Kosher Salt to taste.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_2.png","Add Extra-Virgin Olive Oil, Coarse Black Pepper, and Pomegranate Seeds, then sprinkle with plenty of Avocado.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_3.png","false","807_3","segmented/vicuna","false","false","true","false"
"3HXK2V1N50LU24IEQFPRTM84XTEG23","3TS5PGRXLCZRUIV0HG12YU0SWXJJIQ","Pick how coherent two consecutive images are","Classify how coherent two recipe images are","vision, image, classification,","$0.06","Wed Aug 23 07:23:24 PDT 2023","3","BatchId:5122806;OriginalHitTemplateId:928390873;","600","172800","Wed Aug 30 07:23:24 PDT 2023","","","3W2LOLRXLSLIVUTCLYU8H54VG4PRKW","A2KJ983WWTEK4L","Submitted","Wed Aug 23 07:31:11 PDT 2023","Wed Aug 23 07:31:20 PDT 2023","Fri Aug 25 07:31:20 PDT 2023","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","Avocado Knackebrod","segmented/vicuna","807_4","Add Extra-Virgin Olive Oil, Coarse Black Pepper, and Pomegranate Seeds, then sprinkle with plenty of Avocado.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_3.png","Well done!","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_4.png","false","807_4","segmented/vicuna","false","true","false","false"
"3HXK2V1N50LU24IEQFPRTM84XTEG23","3TS5PGRXLCZRUIV0HG12YU0SWXJJIQ","Pick how coherent two consecutive images are","Classify how coherent two recipe images are","vision, image, classification,","$0.06","Wed Aug 23 07:23:24 PDT 2023","3","BatchId:5122806;OriginalHitTemplateId:928390873;","600","172800","Wed Aug 30 07:23:24 PDT 2023","","","3V26SBZTBUKMMGEPVGRVQNU7TULZZJ","A2TBXASXZIRNNW","Submitted","Wed Aug 23 07:31:25 PDT 2023","Wed Aug 23 07:32:33 PDT 2023","Fri Aug 25 07:32:33 PDT 2023","","","","68","0% (0/0)","0% (0/0)","0% (0/0)","Avocado Knackebrod","segmented/vicuna","807_4","Add Extra-Virgin Olive Oil, Coarse Black Pepper, and Pomegranate Seeds, then sprinkle with plenty of Avocado.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_3.png","Well done!","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_4.png","false","807_4","segmented/vicuna","false","false","false","true"
"3HXK2V1N50LU24IEQFPRTM84XTEG23","3TS5PGRXLCZRUIV0HG12YU0SWXJJIQ","Pick how coherent two consecutive images are","Classify how coherent two recipe images are","vision, image, classification,","$0.06","Wed Aug 23 07:23:24 PDT 2023","3","BatchId:5122806;OriginalHitTemplateId:928390873;","600","172800","Wed Aug 30 07:23:24 PDT 2023","","","3MRNMEIQWMCZEQSPOXBPRG06Q33DLF","APGX2WZ59OWDN","Submitted","Wed Aug 23 07:38:47 PDT 2023","Wed Aug 23 07:42:47 PDT 2023","Fri Aug 25 07:42:47 PDT 2023","","","","240","100% (2/2)","100% (2/2)","0% (0/0)","Avocado Knackebrod","segmented/vicuna","807_4","Add Extra-Virgin Olive Oil, Coarse Black Pepper, and Pomegranate Seeds, then sprinkle with plenty of Avocado.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_3.png","Well done!","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/807_4.png","false","807_4","segmented/vicuna","false","false","true","false"
"388FBO7J07ZQDHS7649HSAI6DKVNYZ","3TS5PGRXLCZRUIV0HG12YU0SWXJJIQ","Pick how coherent two consecutive images are","Classify how coherent two recipe images are","vision, image, classification,","$0.06","Wed Aug 23 07:23:24 PDT 2023","3","BatchId:5122806;OriginalHitTemplateId:928390873;","600","172800","Wed Aug 30 07:23:24 PDT 2023","","","37QW5D2ZRXSA18RORYXAHA0076DS81","A1IU5OP7BBZHZ7","Submitted","Wed Aug 23 07:28:35 PDT 2023","Wed Aug 23 07:29:31 PDT 2023","Fri Aug 25 07:29:31 PDT 2023","","","","56","100% (43/43)","100% (43/43)","0% (0/0)","Easy Vegetable Soup","segmented/vicuna","1073_2","In a saucepan, heat Garlic Infused Olive Oil. Add Potato, Carrot, Parsnip, Turnip, Celery, Onion, and Canned Diced Tomatoes. Stir together. Add Vegetable Soup Powder Mix.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/1073_1.png","Add Chicken Stock and Water. Let soup come to a boil and then turn down to a lower heat. Allow to simmer for 30-40 minutes.","https://coherence-annotation-images.s3.amazonaws.com/segmented/vicuna/1073_2.png","false","1073_2","segmented/vicuna","false","true","false","false"
